Date,Link,Message
2026-04-03 15:45:08,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7445064540872142848,"This resonates so much. Thanks for sharing. A great reminder that luck is all around us. I just heard Trevor Noah break down four types of luck on his podcast — blind luck, luck from motion, luck from awareness, and uniqueness luck — and your story is a perfect illustration that the most meaningful kinds are rarely random. Adding Conscious Luck to my reading list!"
2026-04-03 15:37:50,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7445787628924289024,That last point is the most underrated part of this. And sometimes it's both: a brief that left too much open to interpretation and a writer who didn't ask the right questions to fill in the gaps. How do you tell the difference?
2026-04-03 15:32:05,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7445790897021177857,Scott Frothingham I feel so seen.
2026-04-03 15:22:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7445304028009517056,"Rebekah B. Word nerds unite! 🤩 I'm so happy there are people like you out there thinking about these things. I'm not alone! I like your mix of skimmable up top with a reward for the reader who stays. I think that's the right approach. I'm with you on the writing for smaller, more intentional audiences. I'm happy to write for the right people."
2026-04-03 15:18:27,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7445455086358745088,Persephone Maglaya 🤩 ✨
2026-04-02 20:29:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7445455086358745088,Rob Davidson 💯
2026-04-02 18:39:53,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7443344395942309888,"Ah, proofreading. Always the way to go. Any time there's an error, it's a context switch. The moment a reader spots one, they stop processing your message and start evaluating you. That's the real cost, whether it's an ad, an email, or a 3,000-word article. To me, proofreading is respect for the contract you made when you asked someone to give you their attention."
2026-04-02 18:33:04,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7445304028009517056,"Love your framing here and I totally agree. My question is about the other side of this. If we write in paragraphs, we're asking readers to meet us halfway. And attention spans aren't getting longer. So what's the move? Do we just accept that we're writing for a smaller, more intentional audience? Or is there a way to write in full paragraphs that still earns the skim-first reader's trust before they commit? Other ideas?"
2026-04-02 18:22:05,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7443322215036547072,"The \"put your name on it\" question is one of the most elegant quality checks I've heard! I am 100% using this. It makes the abstract concrete in about two seconds. And \"Fine\" is such a useful word to interrogate. while no one can point to anything wrong, it doesn't mean anyone wanted to make it. Speed is easy to measure, but standards aren't. That tension is real and I think you're right that it's only getting louder."
2026-04-02 18:05:05,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7443027388986253312,"Yes to all of these, especially Rule 2! To me, \"Up and to the left\" is a signal of how much you respect your reader's cognitive load. Most of the clarity problems I see in content reviews come down to writers burying the point because they're still figuring out what it is. Write the lead. Then decide if you even need the rest."
2026-04-02 14:51:23,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7445470148737548288,The freelancers-inside-your-own-company line is exactly right. That's what it looks like from the inside too. What I'd add: the clearest sign a team has no system isn't bad output. It's that no one can explain why the good output happened. You can't improve what you can't diagnose.
2026-04-01 17:51:45,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7443552592992821248,"What I love about this is it gets at something deeper than AI. It's really about whether your content team has a point of view. The angle, the argument, the audience insight. That's the thinking AI can't do for you."
2026-04-01 17:47:56,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7445063771296903168,"This is great! Mine include \"gross,\" \"just, why,\" and \"nope.\"  😂"
2026-04-01 17:45:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7444773293150195712,"This! The pressure to use AI in content is real and at times overwhelming, but 'imperfect and authentic' will always beat 'polished and hollow.' The best content I've seen from teams navigating this is the stuff that still sounds like a human had something to say. Stay in the conversation and figure out the tools as you go."
2026-04-01 17:37:27,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7444755161656487936,🤦‍♀️
2026-04-01 13:52:53,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7444742611766128640,The Google Doc questionnaire one is so real. Voice doesn't live in a form. It lives in the rambling story someone tells that they'd never think to write down. That's what you're actually trying to capture.
2026-03-31 23:38:30,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7444732101469372416,Dennis Hoffman 💯
2026-03-31 23:11:23,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7444793321509679104,"\"Full of soul\" is such a specific compliment because it's so rare. Most B2B content is optimized to not offend anyone, which means it ends up meaning nothing to anyone. Caring enough to actually have a point of view about the reader and their problem...that's the whole job. Kudos to you and your team!"
2026-03-31 16:49:15,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7435397505128853504,"This breakdown is so useful, and I'd add one more layer: brand voice. The words a company chooses, the rhythm of its sentences, what it will and won't say. That's also part of how a brand expresses itself to the world. It doesn't show up in a style guide the way typography and color do, but it shapes perception just as much."
2026-03-31 16:42:32,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7444732101469372416,"The research makes sense, and the gap it describes is real. What's interesting is that the language problem is usually a systems problem underneath. Generic copy doesn't happen because writers don't know better. It happens because the donor data needed to write specifically often isn't captured or accessible when the acknowledgment gets written. But even when the data exists, someone still has to make a decision about what to say and own it. Specificity requires editorial intention. A voice, a standard, a person who cares whether the sentence actually lands."
2026-03-24 17:50:19,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7440397193942921217,Catrina Vettoretti You know it! Get that flywheel of content going.
2026-03-24 17:09:15,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7440397193942921217,"Catrina Vettoretti Haha, I love this! So smart to just get it out there and set the record straight. 

One that sticks with me: I was reviewing call transcripts at a career tech platform and caught a coach mentioning the 30/60/90 day plan in passing. Bring a plan to your hiring manager after the interview to show you've already been thinking about the role. That one offhand line became a LinkedIn series, Meta content, a blog post, and a newsletter segment. It wasn't flagged as useful. It was a throwaway moment in a coaching call but it proved incredibly useful."
2026-03-24 00:40:00,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7440397193942921217,Catrina Vettoretti Yes! I love re-reading old transcripts. It always delivers in the form of original content that can be repurposed. What's an example from a call transcript that sparked a new idea for you?
2026-03-23 15:13:43,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7441800968175935489,Lately I've been enjoying engagement posts. Love to see folks connecting and communicating in the comments.
2026-03-23 15:10:58,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7441823895726440448,"This is a great research method! And it works beyond ads too. Think onboarding copy, help docs, pricing pages. Anywhere you're trying to meet a reader where they are. The method is the same: find out how they already describe the problem, then use their words back to them. "
2026-03-23 15:06:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7441800978946908160,"The \"does this work\" question is the right one. But I'd add: work for who? A boss's mood is one kind of subjectivity. Your reader's needs are another. The first is a sign-off problem. The second is a strategy problem. Knowing which one you're actually solving changes how you write, and when you stop."
2026-03-23 14:59:33,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7439667802573275137,Adri Meyer 100%
2026-03-20 17:02:55,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7440397193942921217,"Sabrina Renée K. Right?! There are definitely good nuggets in old \"why\" emails."
2026-03-20 17:02:01,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7440775580125437952,"Jana Gentry Smith, MAT 🦦 It's a really great tool and easy to learn to use!"
2026-03-20 17:01:01,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7435747495227437057,Thanks again!!
2026-03-20 17:00:57,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7435747495227437057,"SO, so helpful!!!"
2026-03-20 16:58:09,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7435747495227437057,Incredible! Thank you so much!!!!!
2026-03-20 16:55:23,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7435747495227437057,"Thanks, helpful distinction!"
2026-03-20 16:54:19,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7435747495227437057,What about the private recruiter Open to work?
2026-03-20 16:45:57,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7435747495227437057,So what do you say instead if you are a Founder but are now looking for a full time role?
2026-03-20 16:20:31,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7435747495227437057,Lindsay Gangwish Swanson resumes are fact based artifacts
2026-03-20 16:18:30,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7435747495227437057,"Tracy Romine yes, just add spaces"
2026-03-20 16:15:29,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7435747495227437057,Michael!
2026-03-20 16:10:32,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7435747495227437057,Melea and Evan! Y'all are the best! Thanks for sharing all your insights.
2026-03-20 16:01:45,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7435747495227437057,"Howdy from Dallas, TX!"
2026-03-20 15:45:35,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7439938315782492160,Really helpful distinction to call out. Thanks for sharing this!
2026-03-20 15:44:45,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7440772535476035584,Jason Dookeran It was a nice reminder for me today! Thank you.
2026-03-20 15:43:23,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7440775580125437952,"Great question! Interested to see what others are using. 

Notion, Airtable, and Google Sheets have all made appearances depending on the client for me. None of these are content-specific but they've worked well for managing content workflows.

The one I keep coming back to is monday.com. I used this with my last client and the calendar view is genuinely underrated. Being able to share a snapshot with leadership so they can see what's in flight without digging through a spreadsheet saved us from having to have so many status meetings."
2026-03-20 15:35:04,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7439657860478840832,"This is the through line I keep seeing across every conversation about AI right now: it misses the nuance.

The framework you've laid out here is exactly right. I'd add one more use case to the green column: learning something new. AI is a genuinely beautiful thinking partner when you're trying to get up to speed on an unfamiliar topic.

But the moment you start using it for output on something you're not yet an expert in, that's where it gets dicey. You can't catch what you can't see."
2026-03-20 15:30:29,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7440772535476035584,You do matter and that is not selfish at all. ✨
2026-03-20 14:42:47,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7440699800267681792,"Great distinction, and the tools are worth bookmarking.

One thing I'd add: before you study what's working, get clear on what's true for your brand. A solid message map and voice system make the swipe-and-model process faster because it helps you quickly decide whether an ad can be massaged to work in your client's context."
2026-03-19 18:31:33,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7440397193942921217,"Danny Groner Good question. The rationale is usually external pressure before internal clarity. Investors want founders visible, competitors are posting, someone told them they should. So often the impulse exists before the POV is fully formed. 

But what I've noticed, and think is probably true for most founders because they decided to start a company, is that the POV is there. It's just living in their sent folder or in their head instead of their feed. They know exactly what to say when they're explaining to a prospect or defending a decision to their team. They just don't recognize that as content. "
2026-03-19 15:01:41,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7439667802573275137,"Whew, this resonates. I've had to learn to separate the two deliberately. Writing mode means getting out of my own way. Editing mode means being willing to kill what I just made. Eeek, sometimes I die inside... that sentence was soooo good. But it was serving no one. Trying to do both at once is how you end up with terrible copy."
2026-03-19 14:56:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7440393281286549504,"This has been true for me too, thanks for calling it out. The act of posting has forced me to articulate things I hadn't fully examined. Work I'd done, decisions I'd made, patterns I hadn't named yet. Turns out there's a lot sitting there once you actually look."
2026-03-19 14:36:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7439984669757984769,Hi Robyn Shepherd! I am all of those things. 🤓 Sent you a connection request and would love to chat.
2026-03-19 14:33:16,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7440009835439616000,"You put your finger on it: the problem definition is the job. AI is extraordinarily good at executing toward a target. It has no opinion on whether the target is right. That's the imagination gap, and closing it is still entirely on us."
2026-03-18 14:53:33,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7435799440470339584,"Congrats on the traction. $2M+ with enterprise MSAs in energy is no small thing. Curious how you're thinking about content as part of your scaling strategy. At that stage, the content engine often becomes the difference between word-of-mouth that plateaus and a repeatable pipeline. Are you building that function in-house, or treating it as a gap to fill post-raise?"
2026-03-18 14:42:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,Sarah Benstead  It's so true!
2026-03-17 19:39:43,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,"Diana Payton There are NO stupid questions. Wait, maybe there are... The only stupid questions are the ones that aren't asked. 🤓"
2026-03-17 18:15:16,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,"Heather L. Makar Yes, and this is often the harder job. Getting the answers is one thing, holding the line is another. The fear I hear most is that clear positioning will exclude people. But the opposite is usually true. When you stop trying to speak to everyone, the right people actually hear you. And the ones who weren't going to buy? They weren't going to buy regardless of how broad the messaging was."
2026-03-17 17:03:35,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7439620211747700736,Thanks Mahek Kakadiya! I'll send you a DM.
2026-03-17 16:56:01,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7439671984730402816,"Ansh Jogi Excellent, I'll be sure to follow along."
2026-03-17 14:53:08,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7439672010546315265,"The last line says it all: writers aren't asking those questions because no one hired them to. That's a scoping problem, not a talent problem. Companies that want content to drive revenue need someone who owns the program, not just the prose."
2026-03-17 14:48:12,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7439671984730402816,"Ansh Jogi Felt this one. I've been intentionally shifting my content away from craft talk and toward the specific situations my clients find themselves in -- messy content systems, unclear brand voice, websites that grew without a strategy. Would love to see examples of what's worked on your end."
2026-03-17 14:42:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,Van Wallach Thanks!
2026-03-17 14:42:18,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,Aleka Alya It really is all about the right inputs!
2026-03-16 22:03:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,"Rulonda Fuller Great question! It depends on scope, but I'd love to learn more about what you're working on. Sending you a DM!"
2026-03-16 21:59:03,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7439368655076737026,"Love the adversarial framing. One I've been using: feed a past piece of content into your LLM of choice and ask it to surface the assumptions baked into your thinking. A brief, a strategy doc, a published article, whatever. It'll find the things you were too close to see at the time.

I've gotten some of my best content angles not from asking \"what should I write next\" but from asking \"what did I get wrong, or leave unexamined, in this thing I already wrote?\""
2026-03-16 20:46:39,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,David Reyes-Guerra Thanks!
2026-03-16 17:28:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,Rose-Marie Brandwein Great additions! A content audit is a must.
2026-03-16 14:38:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7434972173506658304,"This is the content strategy problem nobody's naming. The AI executes your logic. But most orgs never had to write that logic down. Humans just absorbed it over time and agents don't absorb anything. They execute. So if your assumptions are off, you've automated a brand problem at scale."
2026-03-16 14:33:05,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7439040948707192832,For me it's endings. I've stopped fighting it.
2026-03-16 14:26:11,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,"Melissa Heiselt Great follow up questions and perseverance to get to the heart of who your real buyer is! I've found that sometimes your client doesn't actually know the answers to some of these questions and you wind up helping them define this, which helps everything else they are trying to do. A total success story."
2026-03-16 03:08:58,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,Tracey Franks That's great to hear. What else would you add as part of your discovery process?
2026-03-16 02:19:03,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,Deborah Saxe They really do!
2026-03-16 02:07:55,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,Guillermo Saenz Great suggestion. So important to understand where the disconnect happened.
2026-03-16 00:28:57,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7438879360755068928,I wish there was a palm to face reaction button on LinkedIn! 🤦‍♀️  I've seen this too many times. Kudos to you for helping her rebuild her entire website so she has full access. I am sure her SEO strategy will be an incredible success now.
2026-03-16 00:00:32,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7438932023479586816,Joanna Wallace (Sloame) Exactly! It all works as a system together.
2026-03-15 23:59:26,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,Kristin Moore Great way to think about this context.
2026-03-15 23:59:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,Anu Prabhala This hierarchy is on point!
2026-03-15 20:17:47,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7438965176390889472,Hi! I do freelance copywriting. Would love to connect.
2026-03-15 13:05:52,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,Talia Blatman Absolutely!
2026-03-15 13:05:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,Edward Phelps Love this framework!
2026-03-15 13:02:27,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7435740805149044736,Building
2026-03-14 12:34:22,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,Lynne Thompson Thanks! Any others you’d add?
2026-03-13 23:22:49,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,Alaa Nagy Preach!
2026-03-13 20:33:02,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,"Ivan Sršen You would think it so, but apparently not always."
2026-03-13 20:31:59,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,Dr. Muneeza Arshad Couldn't agree more.
2026-03-13 20:31:38,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,Grace McClure Agreed!
2026-03-13 20:31:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,shabana azhar Great point. Quality begets quality.
2026-03-13 20:31:02,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,Usama Khalid Words that move people to act is exactly right.
2026-03-13 17:58:09,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,Adnan Melkic Well said. Bring it back to the user's needs always.
2026-03-13 17:57:21,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,Maria Ivanova 💯
2026-03-13 17:56:59,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,Blessing Chukwudi Totally fair! ✨
2026-03-13 15:14:55,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7438211025167933442,Keep hustlin' hustlin' hustlin'...
2026-03-13 15:06:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7438078898350968832,Great advice! Reddit is pure gold for understanding your audience.
2026-03-13 14:58:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,Blessing Chukwudi Know who you're talking to. Well said. Sorry to hear you think the research part is boring. It's one of my favorite parts of the process! That's when you get to uncover all the little golden nuggets of information about the people you want to write for. What about it don't you like?
2026-03-13 14:56:29,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,"Bryan S. Exactly. I don't think a \"neutral, ideal buyer\" exists. We're human. And our lived experience is messy. We are bringing all that nuance and complexity to everything we consume or purchase. Learn about it and you can meet people where they are. That's when the copy really starts working."
2026-03-13 14:50:52,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437844906498269186,"Alaa Nagy I hear you. I felt the same way. But, if we aren't asking about our audience, who are we even writing for?"
2026-03-12 21:45:22,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437769708990472192,"\"Red.\" Obviously."
2026-03-12 21:44:19,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7412538204525887488,☠️ ☠️ ☠️ The best post I've seen all day.
2026-03-12 14:56:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7433447661514661888,"Sheldon Robertson So true. I think your style = your lived contradictions, nuances, edges, and experience. That's exactly what your voice is."
2026-03-11 18:21:33,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437369656442630144,Muskan Singh 🐸 Thanks! It's been really helpful for me to see how my positions change over time.
2026-03-11 17:22:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7436979504805449728,The first draft is for you. The rewrite is for the reader. Everything in between is negotiation.
2026-03-11 17:18:27,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437200829323038721,"I texted a friend this morning saying almost exactly this.

\"The important stuff finds you if you're paying attention to your own work\" is the line I needed to read today. That's the whole thing, really. Discernment is the skill. Not fluency with every new model."
2026-03-11 17:13:48,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437146185339011072,This press release / headline framing check is excellent! Most people can't tell the difference between a clear first line and a forgettable one until you give them a specific thing to check against. I'm totally stealing it.
2026-03-11 17:07:28,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437369656442630144,"Great list! I'd add a fifth: a running doc of your own opinions.

Not insights you've read and saved. Not frameworks you've borrowed. Actual positions you hold about how content should work, built from your own experience and updated when you're wrong."
2026-03-11 17:05:01,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437376186457931780,"Voice guides are the move. One thing worth adding to the template: a section on what not to do. Client context, creative dead-ends, feedback that landed wrong. The writer inheriting a client needs to know what to avoid as much as how to sound right."
2026-03-11 17:01:35,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437501343092678656,"The Massacre is doing a lot of heavy lifting here and I mean that as a compliment! Most editing frameworks skip straight to line-level polish because cutting is uncomfortable. Calling it a sledgehammer pass is definitely the right psychological reframe. 

The one thing I'd add: for content that's being built inside a system (think: content templates, repeatable formats, scalable brand voice), there's sometimes a Pass 0 before the brain dump. A quick audit of whether the brief was actually followed before you invest editorial energy. Saves the massacre from becoming a full demolition. "
2026-03-10 15:04:38,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437147551537020928,"I try to be the second one until I get a notification on my phone... then all bets are off. 
🙃 😅"
2026-03-10 15:01:11,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437105120523292673,Me too! 😊
2026-03-10 14:55:48,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7437105120523292673,"Can we just rename networking? Because I think the word itself is half the problem.

When I talk to people who do all the things you listed, it's usually not because they're selfish or oblivious. It's because they're thinking about it in a purely transactional, formal way. Networking as a concept almost demands that framing. It sounds like something you do in a conference hall with a badge and a rehearsed elevator pitch.

What you're actually describing is relationship-building. Which most people are already pretty good at in every other area of their lives. They just don't recognize it as the same skill."
2026-03-10 14:45:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7436474413107216384,"Nuance is so underrated and this is a perfect example of why.

I just read another post making the rounds about how the best thing you can do right now is show your work. Post the unfinished thing, share your process, let people see the human behind the output. And I think that's right. But it creates this strange tension: we're performing our humanity to signal we're not just running prompts, while simultaneously needing to signal to those same clients and employers that yes, we absolutely use AI and we're good at it.

Both things are true. And somehow we've ended up in a moment where you have to prove both at once.

What I'm actually looking forward to is the day we stop asking whether someone uses AI and just assume everyone does the same way we stopped asking if someone uses Google. The differentiator was never the tool. It was always the judgment behind it.

I'd love to get there faster."
2026-03-10 14:39:12,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7436830314884190208,Great practical tip I didn't already know. Thank you! ⌨️
2026-03-10 14:35:11,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7436814592032309248,"This is such an important reframe and I'm glad you named it so clearly.

The more technology we're served, the more we crave every kind of human experience -- connection, friction, anything that makes us feel something.

This isn't really about differentiation strategy. It's about a deeper hunger. We don't want to see your process because it makes you look hardworking. We want it because it makes you feel real. Which is funny, because that's always been true. We just forgot."
2026-03-09 15:12:04,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7436749412116226048,"Lately my mantra has been Don't think, just do. Sad? Do it anyway? Anxious? Do it anyway. 100% convinced you will not be successful? Do it anyway. Just start. Thanks for posting this. Glad to know I'm not alone in this journey."
2026-03-09 15:06:39,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7434668381909254145,Dead. This is my exact process. The rewrite intro twice. Oof. I feel this deeply.
2026-03-09 14:58:13,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7435368534878228480,"Amanda Boatright Right?! This seems to be a constant topic of conversation lately. I just read a great Medium article highlighting Ogilvy's memo entitled \"How To Write\" with more lessons about clarity, simplicity, and persuasion. Great to keep top of mind!"
2026-03-09 14:54:41,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7434643762309574657,Helena Wilkins Versalovic Thank you! ✨
2026-03-06 17:12:00,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7430681654991613953,Love you Phyl!!!!
