Date,ShareLink,ShareCommentary,SharedUrl,MediaUrl,Visibility
2026-03-19 14:02:06,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7440397191640305664,"You're already sitting on a month of content. You just don't know it yet.""
""""
""Many founders I talk to say the same thing: I don't know what to post. I don't have time to create content from scratch every week.""
""""
""The content already exists. The problem is knowing where to look.""
""""
""Check your sent folder. Find the last email where you explained your product to a prospect. The one where you laid out exactly why it matters, who it's for, and what changes when they use it. That email is a LinkedIn post. It's probably three of them.""
""""
""Check your Slack. Find the message where you explained a decision to your team. Why you chose one direction over another. What you were optimizing for. That's a post.""
""""
""Check your last sales call transcript. Find the moment where you said something and the other person said ""wait, say that again."" Whatever came out of your mouth right then is your best hook.""
""""
""This is a retrieval problem, not a production problem.""
""""
""Pick one. Sent folder, Slack, or last sales call. Go find the post that's already there.","","",MEMBER_NETWORK
2026-03-11 21:39:01,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7437613074313887744,Hire Rob Davidson! 👇  He's so talented!,"","",MEMBER_NETWORK
2026-03-09 16:11:39,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7436805913342275584,"Posting consistently but not seeing results? You might have a calendar. What you need is a strategy.""
""""
""A content calendar and a content strategy are not the same thing. Treating them as the same thing is one of the most common reasons content stops working.""
""""
""Here's the difference:""
""""
""A content calendar is the execution layer. It tracks your posts, schedule, hooks, copy, visuals, and analytics. It's the what and when.""
""""
""A content strategy is what you build before any of that. It answers:""
""""
""- What kinds of posts will you write, and in what ratio?""
""- How often will you post, and when?""
""- What's the structure of each post?""
""- What topics actually connect to your goals?""
""- What does success look like, and how will you measure it?""
""""
""Without strategy, a calendar is just a schedule. You're posting consistently but not purposefully.""
""""
""With even a light strategy behind it, every piece of content connects to a goal. You can measure what's working, cut what isn't, and build on what lands.""
""""
""If you've been posting without a plan, save this for when you're ready to build one.","","",MEMBER_NETWORK
2026-03-09 16:06:58,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7436804734243721216,"I did a content audit for a client and found three different brands across their website, social channels, and emails. None of them were the right one.""
""""
""They came to me because they wanted higher-paying clients and couldn't figure out why it wasn't happening.""
""""
""The answer was in the content.""
""""
""Their website, social channels, and client emails were all written in different voices: siloed, inconsistent, and too casual for the audience they were trying to reach. We're talking ""Oops, I did it again"" and ""lol"" energy on a site pitching premium services.""
""""
""They thought that kind of language felt human. And I get it. Nobody wants to sound like a corporate robot.""
""""
""But there's a version of human that's warm and elevated. Informal isn't the only alternative to stiff.""
""""
""Here's what the audit surfaced:""
""""
""- Pages with redundant sections that didn't clearly explain their offerings""
""- SEO that was basically nonexistent""
""- Three different brand voices across three channels, none of them consistent""
""""
""I delivered a detailed report with page-by-page feedback and specific recommendations for improvement. From there, we built a voice and tone guide from scratch. They used both to update copy across every channel. The writing got sharper, more consistent, and actually matched the clients they wanted in the room.""
""""
""Curious what a content audit looks at? Drop a comment or DM me. Happy to walk you through it.","","",MEMBER_NETWORK
2026-03-09 15:57:38,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7436802386821804034,"I inherited a website rewrite that a previous copywriter had already botched. Here's the first thing I did.""
""""
""I asked why it wasn't working.""
""""
""The copy described what the company did. That was it. No emotional hook, no pain points addressed, no sense of who they were actually talking to.""
""Before I wrote a single word, I asked:""
""""
""- Who is the intended audience?""
""- What keeps them up at night?""
""- What problem is this company solving, and how?""
""- What are competitors doing?""
""- Is there an existing voice and tone guide?""
""""
""That context changed everything. I wasn't just rewriting pages. I was reorienting the entire message around the reader.""
""""
""The result: copy across all pages delivered on time, handed off to engineering on schedule, and a client who was genuinely delighted with the outcome.""
""""
""Good content starts with the right questions.""
""""
""When was the last time someone asked you these questions before touching your website copy?","","",MEMBER_NETWORK
2026-03-02 16:23:01,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7434272058248744960,"I have silently moved through life rewriting everything I’ve ever read.""
""""
""Bumper stickers. Billboards. Emails.""
""""
""Oops, that could have used a comma. Ew, look at that dangling clause.""
""""
""I can't help it. I'm the daughter of an English teacher. She raised me on red pen corrections and I never stood a chance.""
""""
""When I was older and had to write essays for school, my mom never just fixed my words. She'd circle sections of the page and say: ""Try this again.""""
""""
""That was my cue to go back and write a better second, third, fourth draft.""
""""
""So I learned early that writing isn't just about getting the words right. It's about the choices you make, what to include, what to leave out, how you frame things. I became obsessed with every last word. I loved it.""
""""
""What I didn't realize was that I was developing something bigger than writing skills. I was developing strategy skills that would follow me everywhere.""
""""
""As a comms officer, I worked for nonprofits in Israel and DC shedding light on minority religions. In grad school, I wrote policy memos and presentations. As a research director at UC Berkeley, I helped political scientists and economists translate complex findings into digestible 2-pagers, the kind that policymakers in far-away countries could actually use to change their citizens' lives. ""
""""
""Later, I moved into tech, where at a job search startup I wrote UX copy for products used by real humans trying to find work, built content marketing programs from the ground up, and started experimenting with AI automation before most teams knew why it mattered.""
""""
""Different contexts. Different content. Same through line.""
""""
""The goal is always to communicate effectively with another human being. The only reason something gets written is to share it with someone else. Keep that front of mind and everything else (the strategy, the structure, the copy) falls into place.""
""""
""I've had a varied career, but I've come to see that as an asset. Every role sharpened a different part of how I think about content.""
""""
""That's why I built Spellwell.""
""""
""Whether we're working on your content strategy, brand voice, UX copy, paid ads, or automating your workflow with AI, the goal is always the same: to share your message clearly, in a way that moves people to act.""
""""
""Honestly, hitting publish on this post is the scariest part. But here we go. ""
""""
""If you're building something and need a clearer way to tell the story, let's talk.""
""""
""Also I'm curious, what part of your background or previous work experience has unexpectedly shaped how you work?""
""""
""https://lnkd.in/gaWr-tXG",https://spellwellcreative.com/,"",MEMBER_NETWORK
2026-03-01 00:31:24,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7433670187658174464,"AI won't fix your content problem.""
""""
""I know, I know. The number of posts about this is deafening. But hear me out.""
""""
""The promise is tempting. Plug in a prompt, get a blog post, a caption, a landing page. Done. Except it's not done. It's just fast.""
""""
""Here's what I've noticed: the quality of what comes out of an AI tool is directly tied to the quality of what goes in. And writing a good prompt? That's a writing skill. If you're not a strong writer, your prompts will reflect that. And so will your output.""
""""
""That's why handing content off to someone who isn't a writer and telling them to use AI doesn't work. The tool is only as good as the person using it.""
""""
""AI is genuinely powerful when a skilled person is driving. I use it every day as a thought partner, to pressure test ideas, to spot inconsistencies, to tighten something I've written that's gone a bit stream of consciousness. It's incredibly useful when you're staring at a blank page. It can help you get unstuck fast.""
""""
""But it doesn't replace the person who knows what to say, to whom, and why it matters.""
""""
""Strategy, voice, clarity, the ability to find the one true detail that stops someone cold? That's still a human job.""
""""
""Take a look at your last piece of AI-assisted content. Can you tell? Could your audience?","","",MEMBER_NETWORK
2026-03-01 00:29:48,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7433669788113195008,"Do you remember the story of David Ogilvy and the Rolls-Royce headline?""
""""
""In case you forgot, here's a quick reminder.""
""""
""He spent weeks researching the new Rolls-Royce, reading technical manuals, engineering reports, and automotive reviews, and settled on this line: ""At 60 miles an hour the loudest noise in this new Rolls-Royce comes from the electric clock.""""
""""
""No superlatives. No ""luxury redefined."" Just one specific, sensory, completely true detail. It killed. I think sales went up something like 50%.""
"" ""
""Why would I share this story? Because I just re-read it on an Instagram carousel and it’s the perfect example of how doing deep research, understanding what you are trying to convey, who you are trying to share it with, and choosing clarity and specificity over cleverness is the ethos that works every single time.""
""""
""What's an example of an ad headline you've seen that chose being clear over being clever that’s had major success?","","",MEMBER_NETWORK
2025-07-14 21:33:57,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7350638714131243009,"To all my job seeker friends out there, ""
""""
""I see you and you've got this. Keep going! Let me know if I can help with interview prep, resume reviews, or being your emotional cheerleader! Sending you all a big hug.","","",MEMBER_NETWORK
2021-01-26 00:08:29,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6759622995767123970,"Hi folks! Just a reminder that I am still moonlighting as your friendly, neighborhood copywriter and editor. ""
""""
""https://lnkd.in/gZcd9JD",http://www.leaveredits.com/,https://images.squarespace-cdn.com/content/v1/56f32b27859fd0cad680201e/1564698912881-DSBDYLFU947JPTIA28EN/ke17ZwdGBToddI8pDm48kMXRibDYMhUiookWqwUxEZ97gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z4YTzHvnKhyp6Da-NYroOW3ZGjoBKy3azqku80C789l0luUmcNM2NMBIHLdYyXL-Jww_XBra4mrrAHD6FMA3bNKOBm5vyMDUBjVQdcIrt03OQ/florencia-viadana-1iyGImW84cQ-unsplash.jpg,MEMBER_NETWORK
2017-05-22 22:21:04,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6272546668554518528,"Do you work on governance in Washington, DC? Join us June 9 for the EGAP Evidence Summit on Elections and Political Accountability:  https://lnkd.in/d-Au4Pj","","",MEMBER_NETWORK
